審議回次,種類,提出回次,提出番号,件名,議案URL,議案要旨,提出法律案,議案審議情報一覧 - 提出日,議案審議情報一覧 - 衆議院から受領／提出日,議案審議情報一覧 - 衆議院へ送付／提出日,議案審議情報一覧 - 先議区分,議案審議情報一覧 - 継続区分,参議院委員会等経過情報 - 本付託日,参議院委員会等経過情報 - 付託委員会等,参議院委員会等経過情報 - 議決日,参議院委員会等経過情報 - 議決・継続結果,参議院本会議経過情報 - 議決日,参議院本会議経過情報 - 議決,参議院本会議経過情報 - 採決態様,参議院本会議経過情報 - 採決方法,参議院本会議経過情報 - 投票結果,衆議院委員会等経過情報 - 本付託日,衆議院委員会等経過情報 - 付託委員会等,衆議院委員会等経過情報 - 議決日,衆議院委員会等経過情報 - 議決・継続結果,衆議院本会議経過情報 - 議決日,衆議院本会議経過情報 - 議決,衆議院本会議経過情報 - 採決態様,衆議院本会議経過情報 - 採決方法,その他の情報 - 公布年月日,その他の情報 - 法律番号,成立法律
168,人事案件,168,7,電波監理審議会委員に小舘香椎子君を任命することについて同意を求めるの件,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/168/meisai/m16821168007.htm,,,2007-11-13,,,,,,,2007-11-14,同意,2007-11-14,同意,多数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/168/168-1114-v002.htm,,,2007-11-13,,2007-11-13,同意,多数,起立,,,
168,人事案件,168,8,日本放送協会経営委員会委員に大滝精一君、井原理代君及び深谷紘一君を任命することについて同意を求めるの件,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/168/meisai/m16821168008.htm,,,2007-11-13,,,,,,,2007-11-14,同意,2007-11-14,同意,多数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/168/168-1114-v002.htm,,,2007-11-13,,2007-11-13,同意,多数,起立,,,
168,人事案件,168,9,中央更生保護審査会委員に志村洋子君を任命することについて同意を求めるの件,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/168/meisai/m16821168009.htm,,,2007-11-13,,,,,,,2007-11-14,同意,2007-11-14,同意,全会一致,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/168/168-1114-v001.htm,,,2007-11-13,,2007-11-13,同意,全会一致,異議の有無,,,
168,人事案件,168,10,公安審査委員会委員に橋本五郎君を任命することについて同意を求めるの件,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/168/meisai/m16821168010.htm,,,2007-11-13,,,,,,,2007-11-14,同意,2007-11-14,同意,多数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/168/168-1114-v002.htm,,,2007-11-13,,2007-11-13,同意,多数,起立,,,
168,人事案件,168,11,労働保険審査会委員に平野由美子君を任命することについて同意を求めるの件,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/168/meisai/m16821168011.htm,,,2007-11-13,,,,,,,2007-11-14,不同意,2007-11-14,不同意,少数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/168/168-1114-v004.htm,,,2007-11-13,,2007-11-13,同意,多数,起立,,,
168,人事案件,168,12,中央社会保険医療協議会委員に庄司洋子君を任命することについて同意を求めるの件,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/168/meisai/m16821168012.htm,,,2007-11-13,,,,,,,2007-11-14,同意,2007-11-14,同意,全会一致,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/168/168-1114-v001.htm,,,2007-11-13,,2007-11-13,同意,全会一致,異議の有無,,,
168,人事案件,168,13,運輸審議会委員に大屋則之君及び廻洋子君を任命することについて同意を求めるの件,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/168/meisai/m16821168013.htm,,,2007-11-13,,,,,,,2007-11-14,同意,2007-11-14,同意,全会一致,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/168/168-1114-v001.htm,,,2007-11-13,,2007-11-13,同意,全会一致,異議の有無,,,
168,人事案件,168,14,運輸審議会委員に長尾正和君を任命することについて同意を求めるの件,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/168/meisai/m16821168014.htm,,,2007-11-13,,,,,,,2007-11-14,不同意,2007-11-14,不同意,少数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/168/168-1114-v004.htm,,,2007-11-13,,2007-11-13,同意,多数,起立,,,
168,人事案件,168,15,公害健康被害補償不服審査会委員に大森淳君を任命することについて同意を求めるの件,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/168/meisai/m16821168015.htm,,,2007-11-13,,,,,,,2007-11-14,同意,2007-11-14,同意,全会一致,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/168/168-1114-v001.htm,,,2007-11-13,,2007-11-13,同意,全会一致,異議の有無,,,
168,人事案件,168,16,公害健康被害補償不服審査会委員に田中義枝君を任命することについて同意を求めるの件,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/168/meisai/m16821168016.htm,,,2007-11-13,,,,,,,2007-11-14,不同意,2007-11-14,不同意,少数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/168/168-1114-v004.htm,,,2007-11-13,,2007-11-13,同意,多数,起立,,,
168,歳入歳出決算,168,1,平成十八年度一般会計歳入歳出決算、平成十八年度特別会計歳入歳出決算、平成十八年度国税収納金整理資金受払計算書、平成十八年度政府関係機関決算書,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/168/meisai/m16841168001.htm,,,2007-11-20,,,,,2007-11-26,決算委員会,2008-01-15,継続審査,2008-01-15,継続審査,全会一致,異議の有無,,2007-12-11,決算行政監視委員会,2008-01-15,継続審査,2008-01-15,継続審査,,,,,
168,歳入歳出決算,165,1,平成十七年度一般会計歳入歳出決算、平成十七年度特別会計歳入歳出決算、平成十七年度国税収納金整理資金受払計算書、平成十七年度政府関係機関決算書,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/168/meisai/m16841165001.htm,,,2006-11-21,,,,,,,,,,,,,,2007-09-10,決算行政監視委員会,2007-10-12,,2007-10-18,議決,多数,起立,,,
168,国有財産増減等計算書,168,1,平成十八年度国有財産増減及び現在額総計算書,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/168/meisai/m16845168001.htm,,,2007-11-20,,,,,2007-11-26,決算委員会,2008-01-15,継続審査,2008-01-15,継続審査,全会一致,異議の有無,,2007-12-11,決算行政監視委員会,2008-01-15,継続審査,2008-01-15,継続審査,,,,,
168,国有財産増減等計算書,165,1,平成十七年度国有財産増減及び現在額総計算書,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/168/meisai/m16845165001.htm,,,2006-11-21,,,,,,,,,,,,,,2007-09-10,決算行政監視委員会,2007-10-12,是認,2007-10-18,是認,多数,起立,,,
168,国有財産無償貸付状況,168,1,平成十八年度国有財産無償貸付状況総計算書,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/168/meisai/m16847168001.htm,,,2007-11-20,,,,,2007-11-26,決算委員会,2008-01-15,継続審査,2008-01-15,継続審査,全会一致,異議の有無,,2007-12-11,決算行政監視委員会,2008-01-15,継続審査,2008-01-15,継続審査,,,,,
168,国有財産無償貸付状況,165,1,平成十七年度国有財産無償貸付状況総計算書,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/168/meisai/m16847165001.htm,,,2006-11-21,,,,,,,,,,,,,,2007-09-10,決算行政監視委員会,2007-10-12,是認,2007-10-18,是認,多数,起立,,,
168,NHK決算,166,1,日本放送協会平成十七年度財産目録、貸借対照表及び損益計算書並びにこれに関する説明書,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/168/meisai/m16849166001.htm,,,2007-02-09,,,,,,,,,,,,,,2007-09-10,総務委員会,,未了,,,,,,,
169,法律案（内閣提出）,169,1,地方交付税法等の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/meisai/m16903169001.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/pdf/5316910.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/pdf/t031690011690.pdf,2008-01-18,2008-01-29,,衆先議,,2008-01-31,総務委員会,2008-02-06,可決,2008-02-06,可決,多数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/169/169-0206-v005.htm,2008-01-24,総務委員会,2008-01-29,修正,2008-01-29,修正,多数,起立,,,
169,法律案（内閣提出）,169,2,平成二十年度における公債の発行の特例に関する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/meisai/m16903169002.htm,,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/pdf/t031690021690.pdf,2008-01-18,2008-02-29,,衆先議,,2008-04-04,財政金融委員会,,,,,,,,2008-02-19,財務金融委員会,2008-02-29,可決,2008-02-29,可決,多数,起立,2008-04-30,24,
169,法律案（内閣提出）,169,3,所得税法等の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/meisai/m16903169003.htm,,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/pdf/t031690031690.pdf,2008-01-23,2008-02-29,,衆先議,,2008-04-04,財政金融委員会,,,,,,,,2008-02-19,財務金融委員会,2008-02-29,可決,2008-02-29,可決,多数,起立,2008-04-30,23,
169,法律案（内閣提出）,169,4,道路整備費の財源等の特例に関する法律の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/meisai/m16903169004.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/pdf/5316940.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/pdf/t031690041690.pdf,2008-01-23,2008-03-13,,衆先議,,2008-04-16,財政金融委員会,2008-05-09,否決,2008-05-12,否決,少数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/169/169-0512-v001.htm,2008-02-21,国土交通委員会,2008-03-12,可決,2008-03-13,可決,多数,起立,2008-05-13,31,
169,法律案（内閣提出）,169,5,地方税法等の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/meisai/m16903169005.htm,,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/pdf/t031690051690.pdf,2008-01-25,2008-02-29,,衆先議,,2008-04-04,総務委員会,,,,,,,,2008-02-19,総務委員会,2008-02-29,可決,2008-02-29,可決,多数,起立,2008-04-30,21,
169,法律案（内閣提出）,169,6,地方法人特別税等に関する暫定措置法案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/meisai/m16903169006.htm,,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/pdf/t031690061690.pdf,2008-01-25,2008-02-29,,衆先議,,2008-04-04,総務委員会,,,,,,,,2008-02-19,総務委員会,2008-02-29,可決,2008-02-29,可決,多数,起立,2008-04-30,25,
169,法律案（内閣提出）,169,7,地方交付税法等の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/meisai/m16903169007.htm,,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/pdf/t031690071690.pdf,2008-01-25,2008-02-29,,衆先議,,2008-04-04,総務委員会,,,,,,,,2008-02-19,総務委員会,2008-02-29,可決,2008-02-29,可決,多数,起立,2008-04-30,22,
169,法律案（内閣提出）,169,8,関税定率法等の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/meisai/m16903169008.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/pdf/5316980.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/pdf/t031690081690.pdf,2008-01-25,2008-03-25,,衆先議,,2008-03-26,財政金融委員会,2008-03-31,可決,2008-03-31,可決,多数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/169/169-0331-v004.htm,2008-03-18,財務金融委員会,2008-03-19,可決,2008-03-25,可決,多数,起立,2008-03-31,5,
169,法律案（内閣提出）,169,9,国民年金法等の一部を改正する法律等の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/meisai/m16903169009.htm,,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/pdf/t031690091690.pdf,2008-01-25,,,衆先議,,,,,,,,,,,2008-06-18,厚生労働委員会,2008-06-19,継続審査,2008-06-20,継続審査,,,,,
169,法律案（内閣提出）,169,10,国土交通省設置法等の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/meisai/m16903169010.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/pdf/53169100.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/pdf/t031690101690.pdf,2008-01-29,2008-04-15,,衆先議,,2008-04-18,国土交通委員会,2008-04-24,可決,2008-04-25,可決,多数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/169/169-0425-v006.htm,2008-04-04,国土交通委員会,2008-04-15,修正,2008-04-15,修正,多数,起立,2008-05-02,26,
169,法律案（内閣提出）,169,11,観光圏の整備による観光旅客の来訪及び滞在の促進に関する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/meisai/m16903169011.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/pdf/53169110.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/pdf/t031690111690.pdf,2008-01-29,2008-04-22,,衆先議,,2008-05-12,国土交通委員会,2008-05-15,可決,2008-05-16,可決,全会一致,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/169/169-0516-v007.htm,2008-04-15,国土交通委員会,2008-04-22,可決,2008-04-22,可決,全会一致,異議の有無,2008-05-23,39,
169,法律案（内閣提出）,169,12,地域における歴史的風致の維持及び向上に関する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/meisai/m16903169012.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/pdf/53169120.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/pdf/t031690121690.pdf,2008-01-29,2008-04-22,,衆先議,,2008-05-12,国土交通委員会,2008-05-15,可決,2008-05-16,可決,全会一致,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/169/169-0516-v008.htm,2008-04-15,国土交通委員会,2008-04-22,可決,2008-04-22,可決,全会一致,異議の有無,2008-05-23,40,
169,法律案（内閣提出）,169,13,地域公共交通の活性化及び再生に関する法律の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/meisai/m16903169013.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/pdf/53169130.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/pdf/t031690131690.pdf,2008-01-29,2008-04-24,,衆先議,,2008-05-16,国土交通委員会,2008-05-22,可決,2008-05-23,可決,全会一致,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/169/169-0523-v006.htm,2008-04-21,国土交通委員会,2008-04-23,可決,2008-04-24,可決,全会一致,異議の有無,2008-05-30,49,
169,法律案（内閣提出）,169,14,株式会社地域力再生機構法案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/meisai/m16903169014.htm,,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/pdf/t031690141690.pdf,2008-02-01,,,衆先議,,,,,,,,,,,2008-05-12,内閣委員会,2008-06-20,継続審査,2008-06-20,継続審査,,,,,
169,法律案（内閣提出）,169,15,犯罪被害者等給付金の支給等に関する法律の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/meisai/m16903169015.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/pdf/53169150.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/pdf/t031690151690.pdf,2008-02-01,2008-03-31,,衆先議,,2008-04-07,内閣委員会,2008-04-10,可決,2008-04-11,可決,全会一致,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/169/169-0411-v005.htm,2008-03-25,内閣委員会,2008-03-28,可決,2008-03-31,可決,全会一致,異議の有無,2008-04-18,15,
169,法律案（内閣提出）,169,16,裁判所職員定員法の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/meisai/m16903169016.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/pdf/53169160.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/pdf/t031690161690.pdf,2008-02-01,2008-03-27,,衆先議,,2008-03-31,法務委員会,2008-04-08,可決,2008-04-09,可決,全会一致,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/169/169-0409-v005.htm,2008-03-18,法務委員会,2008-03-25,可決,2008-03-27,可決,全会一致,異議の有無,2008-04-11,11,
169,法律案（内閣提出）,169,17,電子情報処理組織による税関手続の特例等に関する法律の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/meisai/m16903169017.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/pdf/53169170.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/pdf/t031690171690.pdf,2008-02-01,2008-04-17,,衆先議,,2008-05-19,財政金融委員会,2008-05-22,可決,2008-05-23,可決,多数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/169/169-0523-v004.htm,2008-04-07,財務金融委員会,2008-04-16,可決,2008-04-17,可決,多数,起立,2008-05-30,46,
169,法律案（内閣提出）,169,18,国際開発協会への加盟に伴う措置に関する法律の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/meisai/m16903169018.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/pdf/53169180.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/pdf/t031690181690.pdf,2008-02-01,2008-03-27,,衆先議,,2008-04-04,財政金融委員会,2008-04-08,可決,2008-04-09,可決,全会一致,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/169/169-0409-v003.htm,2008-03-25,財務金融委員会,2008-03-26,可決,2008-03-27,可決,全会一致,異議の有無,2008-04-16,14,
169,法律案（内閣提出）,169,19,公立義務教育諸学校の学級編制及び教職員定数の標準に関する法律の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/meisai/m16903169019.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/pdf/53169190.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/pdf/t031690191690.pdf,2008-02-01,2008-03-25,,衆先議,,2008-03-26,文教科学委員会,2008-03-31,可決,2008-03-31,可決,多数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/169/169-0331-v001.htm,2008-03-14,文部科学委員会,2008-03-21,可決,2008-03-25,可決,多数,起立,2008-03-31,6,
169,法律案（内閣提出）,169,20,戦没者の父母等に対する特別給付金支給法の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/meisai/m16903169020.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/pdf/53169200.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/pdf/t031690201690.pdf,2008-02-01,2008-04-08,,衆先議,,2008-04-08,厚生労働委員会,2008-04-10,可決,2008-04-11,可決,全会一致,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/169/169-0411-v003.htm,2008-04-01,厚生労働委員会,2008-04-04,修正,2008-04-08,修正,全会一致,異議の有無,2008-04-18,18,
169,法律案（内閣提出）,169,21,駐留軍関係離職者等臨時措置法及び国際協定の締結等に伴う漁業離職者に関する臨時措置法の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/meisai/m16903169021.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/pdf/53169210.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/pdf/t031690211690.pdf,2008-02-01,2008-04-08,,衆先議,,2008-04-08,厚生労働委員会,2008-04-10,可決,2008-04-11,可決,全会一致,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/169/169-0411-v004.htm,2008-04-01,厚生労働委員会,2008-04-04,可決,2008-04-08,可決,全会一致,異議の有無,2008-04-18,17,
169,法律案（内閣提出）,169,22,独立行政法人緑資源機構法を廃止する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/meisai/m16903169022.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/pdf/53169220.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/pdf/t031690221690.pdf,2008-02-01,2008-03-25,,衆先議,,2008-03-26,農林水産委員会,2008-03-31,可決,2008-03-31,可決,多数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/169/169-0331-v006.htm,2008-03-18,農林水産委員会,2008-03-24,可決,2008-03-25,可決,多数,起立,2008-03-31,8,
169,法律案（内閣提出）,169,23,生糸の輸入に係る調整等に関する法律を廃止する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/meisai/m16903169023.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/pdf/53169230.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/pdf/t031690231690.pdf,2008-02-01,2008-04-03,,衆先議,,2008-04-07,農林水産委員会,2008-04-10,可決,2008-04-11,可決,多数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/169/169-0411-v001.htm,2008-03-31,農林水産委員会,2008-04-02,修正,2008-04-03,修正,多数,起立,2008-04-11,12,
169,法律案（内閣提出）,169,24,水産加工業施設改良資金融通臨時措置法の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/meisai/m16903169024.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/pdf/53169240.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/pdf/t031690241690.pdf,2008-02-01,2008-03-25,,衆先議,,2008-03-25,農林水産委員会,2008-03-27,可決,2008-03-28,可決,全会一致,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/169/169-0328-v006.htm,2008-03-13,農林水産委員会,2008-03-19,可決,2008-03-25,可決,全会一致,異議の有無,2008-03-31,7,
169,法律案（内閣提出）,169,25,特許法等の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/meisai/m16903169025.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/pdf/53169250.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/pdf/t031690251690.pdf,2008-02-01,2008-04-03,,衆先議,,2008-04-04,経済産業委員会,2008-04-10,可決,2008-04-11,可決,全会一致,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/169/169-0411-v006.htm,2008-03-25,経済産業委員会,2008-04-02,可決,2008-04-03,可決,全会一致,異議の有無,2008-04-18,16,
169,法律案（内閣提出）,169,26,公害健康被害の補償等に関する法律の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/meisai/m16903169026.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/pdf/53169260.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/pdf/t031690261690.pdf,2008-02-01,2008-03-25,,衆先議,,2008-03-31,環境委員会,2008-04-08,可決,2008-04-09,可決,全会一致,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/169/169-0409-v004.htm,2008-03-17,環境委員会,2008-03-25,修正,2008-03-25,修正,全会一致,異議の有無,2008-04-16,13,
169,法律案（内閣提出）,169,27,地域再生法の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/meisai/m16903169027.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/pdf/53169270.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/pdf/t031690271690.pdf,2008-02-05,2008-04-03,,衆先議,,2008-05-07,内閣委員会,2008-05-13,可決,2008-05-14,可決,全会一致,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/169/169-0514-v002.htm,2008-03-27,内閣委員会,2008-04-02,可決,2008-04-03,可決,全会一致,異議の有無,2008-05-21,36,
169,法律案（内閣提出）,169,28,構造改革特別区域法の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/meisai/m16903169028.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/pdf/53169280.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/pdf/t031690281690.pdf,2008-02-05,2008-04-03,,衆先議,,2008-05-07,内閣委員会,2008-05-13,可決,2008-05-14,可決,全会一致,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/169/169-0514-v003.htm,2008-03-27,内閣委員会,2008-04-02,可決,2008-04-03,可決,全会一致,異議の有無,2008-05-21,35,
169,法律案（内閣提出）,169,29,電波法の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/meisai/m16903169029.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/pdf/53169290.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/pdf/t031690291690.pdf,2008-02-05,2008-04-17,,衆先議,,2008-05-14,総務委員会,2008-05-22,可決,2008-05-23,可決,全会一致,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/169/169-0523-v001.htm,2008-04-03,総務委員会,2008-04-17,修正,2008-04-17,修正,全会一致,異議の有無,2008-05-30,50,
169,法律案（内閣提出）,169,30,犯罪被害者等の権利利益の保護を図るための刑事手続に付随する措置に関する法律及び総合法律支援法の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/meisai/m16903169030.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/pdf/53169300.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/pdf/t031690301690.pdf,2008-02-05,2008-04-08,,衆先議,,2008-04-09,法務委員会,2008-04-15,可決,2008-04-16,可決,全会一致,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/169/169-0416-v001.htm,2008-03-31,法務委員会,2008-04-04,可決,2008-04-08,可決,全会一致,異議の有無,2008-04-23,19,
169,法律案（内閣提出）,169,31,在外公館の名称及び位置並びに在外公館に勤務する外務公務員の給与に関する法律の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/meisai/m16903169031.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/pdf/53169310.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/pdf/t031690311690.pdf,2008-02-05,2008-04-10,,衆先議,,2008-05-07,外交防衛委員会,2008-05-13,可決,2008-05-14,可決,全会一致,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/169/169-0514-v001.htm,2008-04-03,外務委員会,2008-04-09,修正,2008-04-10,修正,全会一致,異議の有無,2008-05-21,34,
169,法律案（内閣提出）,169,32,感染症の予防及び感染症の患者に対する医療に関する法律及び検疫法の一部を改正する法律案,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/meisai/m16903169032.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/pdf/53169320.pdf,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/169/pdf/t031690321690.pdf,2008-02-05,2008-04-24,,衆先議,,2008-04-24,厚生労働委員会,2008-04-24,可決,2008-04-25,可決,多数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/169/169-0425-v005.htm,2008-04-14,厚生労働委員会,2008-04-23,修正,2008-04-24,修正,全会一致,異議の有無,2008-05-02,30,
