審議回次,種類,提出回次,提出番号,件名,議案URL,議案要旨,提出法律案,議案審議情報一覧 - 提出日,議案審議情報一覧 - 衆議院から受領／提出日,議案審議情報一覧 - 衆議院へ送付／提出日,議案審議情報一覧 - 先議区分,議案審議情報一覧 - 継続区分,参議院委員会等経過情報 - 本付託日,参議院委員会等経過情報 - 付託委員会等,参議院委員会等経過情報 - 議決日,参議院委員会等経過情報 - 議決・継続結果,参議院本会議経過情報 - 議決日,参議院本会議経過情報 - 議決,参議院本会議経過情報 - 採決態様,参議院本会議経過情報 - 採決方法,参議院本会議経過情報 - 投票結果,衆議院委員会等経過情報 - 本付託日,衆議院委員会等経過情報 - 付託委員会等,衆議院委員会等経過情報 - 議決日,衆議院委員会等経過情報 - 議決・継続結果,衆議院本会議経過情報 - 議決日,衆議院本会議経過情報 - 議決,衆議院本会議経過情報 - 採決態様,衆議院本会議経過情報 - 採決方法,その他の情報 - 公布年月日,その他の情報 - 法律番号,成立法律
171,予算,171,3,平成二十年度政府関係機関補正予算（機第2号）,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/meisai/m17109171003.htm,,,2009-01-05,2009-01-13,,衆先議,,2009-01-13,予算委員会,2009-01-26,否決,2009-01-26,否決,少数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/171/171-0126-v003.htm,2009-01-05,予算委員会,2009-01-13,可決,2009-01-13,可決,多数,起立,,,
171,予算,171,4,平成二十一年度一般会計予算,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/meisai/m17109171004.htm,,,2009-01-19,2009-02-27,,衆先議,,2009-02-27,予算委員会,2009-03-27,否決,2009-03-27,否決,少数,記名,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/171/171-0327-v001.htm,2009-01-19,予算委員会,2009-02-27,可決,2009-02-27,可決,多数,記名,,,
171,予算,171,5,平成二十一年度特別会計予算,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/meisai/m17109171005.htm,,,2009-01-19,2009-02-27,,衆先議,,2009-02-27,予算委員会,2009-03-27,否決,2009-03-27,否決,少数,記名,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/171/171-0327-v002.htm,2009-01-19,予算委員会,2009-02-27,可決,2009-02-27,可決,多数,記名,,,
171,予算,171,6,平成二十一年度政府関係機関予算,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/meisai/m17109171006.htm,,,2009-01-19,2009-02-27,,衆先議,,2009-02-27,予算委員会,2009-03-27,否決,2009-03-27,否決,少数,記名,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/171/171-0327-v003.htm,2009-01-19,予算委員会,2009-02-27,可決,2009-02-27,可決,多数,記名,,,
171,予算,171,7,平成二十一年度一般会計補正予算（第1号）,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/meisai/m17109171007.htm,,,2009-04-27,2009-05-13,,衆先議,,2009-05-13,予算委員会,2009-05-29,否決,2009-05-29,否決,少数,記名,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/171/171-0529-v001.htm,2009-04-27,予算委員会,2009-05-13,可決,2009-05-13,可決,多数,起立,,,
171,予算,171,8,平成二十一年度特別会計補正予算（特第1号）,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/meisai/m17109171008.htm,,,2009-04-27,2009-05-13,,衆先議,,2009-05-13,予算委員会,2009-05-29,否決,2009-05-29,否決,少数,記名,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/171/171-0529-v002.htm,2009-04-27,予算委員会,2009-05-13,可決,2009-05-13,可決,多数,起立,,,
171,予算,171,9,平成二十一年度政府関係機関補正予算（機第1号）,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/meisai/m17109171009.htm,,,2009-04-27,2009-05-13,,衆先議,,2009-05-13,予算委員会,2009-05-29,否決,2009-05-29,否決,少数,記名,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/171/171-0529-v003.htm,2009-04-27,予算委員会,2009-05-13,可決,2009-05-13,可決,多数,起立,,,
171,条約,171,1,第三海兵機動展開部隊の要員及びその家族の沖縄からグアムへの移転の実施に関する日本国政府とアメリカ合衆国政府との間の協定の締結について承認を求めるの件,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/meisai/m17111171001.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/pdf/51117110.pdf,,2009-02-24,2009-04-14,,衆先議,,2009-04-15,外交防衛委員会,2009-05-12,不承認,2009-05-13,不承認,少数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/171/171-0513-v001.htm,2009-03-26,外務委員会,2009-04-10,承認,2009-04-14,承認,多数,起立,,,
171,条約,171,2,領事関係に関する日本国と中華人民共和国との間の協定の締結について承認を求めるの件,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/meisai/m17111171002.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/pdf/51117120.pdf,,2009-02-24,2009-06-11,,衆先議,,2009-06-24,外交防衛委員会,2009-07-02,承認,2009-07-03,承認,全会一致,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/171/171-0703-v002.htm,2009-06-04,外務委員会,2009-06-10,承認,2009-06-11,承認,全会一致,異議の有無,,,
171,条約,171,3,社会保障に関する日本国とスペインとの間の協定の締結について承認を求めるの件,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/meisai/m17111171003.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/pdf/51117130.pdf,,2009-02-24,2009-06-18,,衆先議,,2009-07-02,外交防衛委員会,2009-07-07,承認,2009-07-08,承認,全会一致,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/171/171-0708-v003.htm,2009-06-11,外務委員会,2009-06-17,承認,2009-06-18,承認,全会一致,異議の有無,,,
171,条約,171,4,社会保障に関する日本国とイタリア共和国との間の協定の締結について承認を求めるの件,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/meisai/m17111171004.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/pdf/51117140.pdf,,2009-02-24,2009-06-18,,衆先議,,2009-07-02,外交防衛委員会,2009-07-07,承認,2009-07-08,承認,全会一致,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/171/171-0708-v004.htm,2009-06-11,外務委員会,2009-06-17,承認,2009-06-18,承認,全会一致,異議の有無,,,
171,条約,171,5,所得に対する租税に関する二重課税の回避及び脱税の防止のための日本国とブルネイ・ダルサラーム国との間の協定の締結について承認を求めるの件,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/meisai/m17111171005.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/pdf/51117150.pdf,,2009-02-24,2009-06-25,,衆先議,,2009-07-06,外交防衛委員会,2009-07-09,承認,2009-07-10,承認,多数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/171/171-0710-v001.htm,2009-06-18,外務委員会,2009-06-24,承認,2009-06-25,承認,多数,起立,,,
171,条約,171,6,所得に対する租税に関する二重課税の回避及び脱税の防止のための日本国とカザフスタン共和国との間の条約の締結について承認を求めるの件,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/meisai/m17111171006.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/pdf/51117160.pdf,,2009-02-24,2009-06-25,,衆先議,,2009-07-06,外交防衛委員会,2009-07-09,承認,2009-07-10,承認,多数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/171/171-0710-v002.htm,2009-06-18,外務委員会,2009-06-24,承認,2009-06-25,承認,多数,起立,,,
171,条約,171,7,経済上の連携に関する日本国とベトナム社会主義共和国との間の協定の締結について承認を求めるの件,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/meisai/m17111171007.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/pdf/51117170.pdf,,2009-02-24,2009-05-28,,衆先議,,2009-06-17,外交防衛委員会,2009-06-23,承認,2009-06-24,承認,多数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/171/171-0624-v001.htm,2009-05-21,外務委員会,2009-05-27,承認,2009-05-28,承認,多数,起立,,,
171,条約,171,8,投資の促進、保護及び自由化に関する日本国とペルー共和国との間の協定の締結について承認を求めるの件,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/meisai/m17111171008.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/pdf/51117180.pdf,,2009-02-24,2009-06-18,,衆先議,,2009-07-02,外交防衛委員会,2009-07-07,承認,2009-07-08,承認,全会一致,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/171/171-0708-v002.htm,2009-06-11,外務委員会,2009-06-17,承認,2009-06-18,承認,全会一致,異議の有無,,,
171,条約,171,9,国際通貨基金における投票権及び参加を強化するための国際通貨基金協定の改正及び国際通貨基金の投資権限を拡大するための国際通貨基金協定の改正の受諾について承認を求めるの件,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/meisai/m17111171009.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/pdf/51117190.pdf,,2009-03-06,2009-06-11,,衆先議,,2009-06-24,外交防衛委員会,2009-07-02,承認,2009-07-03,承認,多数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/171/171-0703-v003.htm,2009-06-04,外務委員会,2009-06-10,承認,2009-06-11,承認,多数,起立,,,
171,条約,171,10,クラスター弾に関する条約の締結について承認を求めるの件,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/meisai/m17111171010.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/pdf/511171100.pdf,,2009-03-06,2009-05-12,,衆先議,,2009-06-03,外交防衛委員会,2009-06-09,承認,2009-06-10,承認,全会一致,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/171/171-0610-v001.htm,2009-04-23,外務委員会,2009-05-08,承認,2009-05-12,承認,全会一致,異議の有無,,,
171,条約,171,11,国及びその財産の裁判権からの免除に関する国際連合条約の締結について承認を求めるの件,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/meisai/m17111171011.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/pdf/511171110.pdf,,2009-03-06,2009-05-12,,衆先議,,2009-06-03,外交防衛委員会,2009-06-09,承認,2009-06-10,承認,全会一致,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/171/171-0610-v002.htm,2009-04-23,外務委員会,2009-05-08,承認,2009-05-12,承認,全会一致,異議の有無,,,
171,条約,171,12,強制失踪からのすべての者の保護に関する国際条約の締結について承認を求めるの件,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/meisai/m17111171012.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/pdf/511171120.pdf,,2009-03-06,2009-05-12,,衆先議,,2009-06-03,外交防衛委員会,2009-06-09,承認,2009-06-10,承認,全会一致,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/171/171-0610-v003.htm,2009-04-23,外務委員会,2009-05-08,承認,2009-05-12,承認,全会一致,異議の有無,,,
171,条約,171,13,日本国とスイス連邦との間の自由な貿易及び経済上の連携に関する協定の締結について承認を求めるの件,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/meisai/m17111171013.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/pdf/511171130.pdf,,2009-03-06,2009-05-28,,衆先議,,2009-06-17,外交防衛委員会,2009-06-23,承認,2009-06-24,承認,多数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/171/171-0624-v002.htm,2009-05-21,外務委員会,2009-05-27,承認,2009-05-28,承認,多数,起立,,,
171,条約,171,14,国際復興開発銀行協定の改正の受諾について承認を求めるの件,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/meisai/m17111171014.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/pdf/511171140.pdf,,2009-03-06,2009-06-11,,衆先議,,2009-06-24,外交防衛委員会,2009-07-02,承認,2009-07-03,承認,多数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/171/171-0703-v004.htm,2009-06-04,外務委員会,2009-06-10,承認,2009-06-11,承認,多数,起立,,,
171,条約,170,1,刑事に関する共助に関する日本国と中華人民共和国香港特別行政区との間の協定の締結について承認を求めるの件,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/meisai/m17111170001.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/pdf/51117010.pdf,,2008-11-11,2009-06-11,,衆先議,衆継続,2009-06-24,外交防衛委員会,2009-07-02,承認,2009-07-03,承認,全会一致,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/171/171-0703-v001.htm,2009-01-05,外務委員会,2009-06-10,承認,2009-06-11,承認,全会一致,異議の有無,,,
171,条約,170,2,投資の自由化、促進及び保護に関する日本国とウズベキスタン共和国との間の協定の締結について承認を求めるの件,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/meisai/m17111170002.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/pdf/51117020.pdf,,2008-11-11,2009-06-18,,衆先議,衆継続,2009-07-02,外交防衛委員会,2009-07-07,承認,2009-07-08,承認,全会一致,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/171/171-0708-v001.htm,2009-01-05,外務委員会,2009-06-17,承認,2009-06-18,承認,全会一致,異議の有無,,,
171,条約,170,3,航空業務に関する日本国とサウジアラビア王国との間の協定の締結について承認を求めるの件,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/meisai/m17111170003.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/pdf/51117030.pdf,,2008-11-11,2009-05-28,,衆先議,衆継続,2009-06-17,外交防衛委員会,2009-06-23,承認,2009-06-24,承認,全会一致,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/171/171-0624-v003.htm,2009-01-05,外務委員会,2009-05-27,承認,2009-05-28,承認,全会一致,異議の有無,,,
171,予備費等支出承諾,171,1,平成二十年度一般会計予備費使用総調書及び各省各庁所管使用調書（その1）,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/meisai/m17115171001.htm,,,2009-03-17,,,衆先議,,,,,,,,,,,,,,,,,,,,,
171,予備費等支出承諾,171,2,平成二十年度特別会計予算総則第七条第一項の規定による経費増額総調書及び各省各庁所管経費増額調書（その1）,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/meisai/m17115171002.htm,,,2009-03-17,,,衆先議,,,,,,,,,,,,,,,,,,,,,
171,予備費等支出承諾,171,3,平成二十年度一般会計予備費使用総調書及び各省各庁所管使用調書（その2）,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/meisai/m17115171003.htm,,,2009-05-19,,,衆先議,,,,,,,,,,,,,,,,,,,,,
171,予備費等支出承諾,169,1,平成十九年度一般会計予備費使用総調書及び各省各庁所管使用調書（その1）,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/meisai/m17115169001.htm,,,2008-03-18,2009-04-14,,衆先議,衆継続,2009-06-18,決算委員会,2009-06-22,不承諾,2009-06-24,不承諾,少数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/171/171-0624-v004.htm,2009-01-05,決算行政監視委員会,2009-04-13,承諾,2009-04-14,承諾,多数,起立,,,
171,予備費等支出承諾,169,2,平成十九年度特別会計予備費使用総調書及び各省各庁所管使用調書（その1）,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/meisai/m17115169002.htm,,,2008-03-18,2009-04-14,,衆先議,衆継続,2009-06-18,決算委員会,2009-06-22,承諾,2009-06-24,不承諾,少数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/171/171-0624-v006.htm,2009-01-05,決算行政監視委員会,2009-04-13,承諾,2009-04-14,承諾,多数,起立,,,
171,予備費等支出承諾,169,3,平成十九年度特別会計予算総則第七条第一項の規定による経費増額総調書及び各省各庁所管経費増額調書（その1）,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/meisai/m17115169003.htm,,,2008-03-18,2009-04-14,,衆先議,衆継続,2009-06-18,決算委員会,2009-06-22,不承諾,2009-06-24,不承諾,少数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/171/171-0624-v005.htm,2009-01-05,決算行政監視委員会,2009-04-13,承諾,2009-04-14,承諾,多数,起立,,,
171,予備費等支出承諾,169,4,平成十九年度特別会計予備費使用総調書及び各省各庁所管使用調書（その2）,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/meisai/m17115169004.htm,,,2008-05-20,2009-04-14,,衆先議,衆継続,2009-06-18,決算委員会,2009-06-22,承諾,2009-06-24,不承諾,少数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/171/171-0624-v007.htm,2009-01-05,決算行政監視委員会,2009-04-13,承諾,2009-04-14,承諾,多数,起立,,,
171,予備費等支出承諾,169,5,平成十九年度特別会計予算総則第七条第一項の規定による経費増額総調書及び各省各庁所管経費増額調書（その2）,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/meisai/m17115169005.htm,,,2008-05-20,2009-04-14,,衆先議,衆継続,2009-06-18,決算委員会,2009-06-22,承諾,2009-06-24,不承諾,少数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/171/171-0624-v008.htm,2009-01-05,決算行政監視委員会,2009-04-13,承諾,2009-04-14,承諾,多数,起立,,,
171,国会の承認・承諾案件,171,1,放送法第三十七条第二項の規定に基づき、承認を求めるの件,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/meisai/m17119171001.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/pdf/51917110.pdf,,2009-02-06,2009-03-27,,衆先議,,2009-03-30,総務委員会,2009-03-30,承認,2009-03-31,承認,全会一致,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/171/171-0331-v004.htm,2009-03-19,総務委員会,2009-03-26,承認,2009-03-27,承認,全会一致,異議の有無,,,
171,国会の承認・承諾案件,171,2,特定船舶の入港の禁止に関する特別措置法第五条第一項の規定に基づき、特定船舶の入港禁止の実施につき承認を求めるの件,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/meisai/m17119171002.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/pdf/51917120.pdf,,2009-04-21,2009-06-25,,衆先議,,2009-06-29,国土交通委員会,2009-06-30,承認,2009-07-01,承認,全会一致,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/171/171-0701-v005.htm,2009-06-17,国土交通委員会,2009-06-24,承認,2009-06-25,承認,全会一致,異議の有無,,,
171,国会の承認・承諾案件,171,3,外国為替及び外国貿易法第十条第二項の規定に基づき、北朝鮮からの貨物につき輸入承認義務を課する等の措置を講じたことについて承認を求めるの件,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/meisai/m17119171003.htm,,,2009-04-21,2009-07-02,,衆先議,,2009-07-08,経済産業委員会,,未了,,,,,,2009-06-19,経済産業委員会,2009-07-01,承認,2009-07-02,承認,全会一致,異議の有無,,,
171,国会の承認・承諾案件,171,4,外国為替及び外国貿易法第十条第二項の規定に基づき、北朝鮮を仕向地とする貨物につき輸出承認義務を課する等の措置を講じたことについて承認を求めるの件,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/meisai/m17119171004.htm,,,2009-06-18,2009-07-02,,衆先議,,2009-07-08,経済産業委員会,,未了,,,,,,2009-06-23,経済産業委員会,2009-07-01,承認,2009-07-02,承認,全会一致,異議の有無,,,
171,人事案件,171,1,人事官に千野境子君を任命することについて同意を求めるの件,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/meisai/m17121171001.htm,,,2009-02-20,,,,,,,2009-02-23,不同意,2009-02-23,不同意,少数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/171/171-0223-v001.htm,,,2009-02-20,,2009-02-20,同意,多数,起立,,,
171,人事案件,171,2,総合科学技術会議議員に青木玲子君を任命することについて同意を求めるの件,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/meisai/m17121171002.htm,,,2009-02-20,,,,,,,2009-02-23,同意,2009-02-23,同意,全会一致,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/171/171-0223-v002.htm,,,2009-02-20,,2009-02-20,同意,全会一致,異議の有無,,,
171,人事案件,171,3,再就職等監視委員会委員長に奥田志郎君を、同委員に石井妙子君、久保田泰雄君、久保庭啓一郎君及び森田朗君を任命することについて同意を求めるの件,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/meisai/m17121171003.htm,,,2009-02-20,,,,,,,2009-02-23,不同意,2009-02-23,不同意,少数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/171/171-0223-v003.htm,,,2009-02-20,,2009-02-20,同意,多数,起立,,,
171,人事案件,171,4,公正取引委員会委員に濵田道代君を任命することについて同意を求めるの件,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/meisai/m17121171004.htm,,,2009-02-20,,,,,,,2009-02-23,同意,2009-02-23,同意,全会一致,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/171/171-0223-v002.htm,,,2009-02-20,,2009-02-20,同意,全会一致,異議の有無,,,
171,人事案件,171,5,預金保険機構監事に飯田小夜子君を任命することについて同意を求めるの件,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/meisai/m17121171005.htm,,,2009-02-20,,,,,,,2009-02-23,同意,2009-02-23,同意,全会一致,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/171/171-0223-v002.htm,,,2009-02-20,,2009-02-20,同意,全会一致,異議の有無,,,
171,人事案件,171,6,日本放送協会経営委員会委員に石島辰太郎君、勝又英子君及び安田喜憲君を任命することについて同意を求めるの件,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/meisai/m17121171006.htm,,,2009-02-20,,,,,,,2009-02-23,同意,2009-02-23,同意,多数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/171/171-0223-v004.htm,,,2009-02-20,,2009-02-20,同意,多数,起立,,,
171,人事案件,171,7,中央社会保険医療協議会委員に遠藤久夫君及び白石小百合君を任命することについて同意を求めるの件,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/meisai/m17121171007.htm,,,2009-02-20,,,,,,,2009-02-23,同意,2009-02-23,同意,全会一致,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/171/171-0223-v002.htm,,,2009-02-20,,2009-02-20,同意,全会一致,異議の有無,,,
171,人事案件,171,8,中央社会保険医療協議会委員に前田雅英君を任命することについて同意を求めるの件,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/meisai/m17121171008.htm,,,2009-02-20,,,,,,,2009-02-23,不同意,2009-02-23,不同意,少数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/171/171-0223-v003.htm,,,2009-02-20,,2009-02-20,同意,多数,起立,,,
171,人事案件,171,9,運輸審議会委員に保田眞紀子君を任命することについて同意を求めるの件,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/meisai/m17121171009.htm,,,2009-02-20,,,,,,,2009-02-23,同意,2009-02-23,同意,全会一致,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/171/171-0223-v002.htm,,,2009-02-20,,2009-02-20,同意,全会一致,異議の有無,,,
171,人事案件,171,10,人事官に篠塚英子君を任命することについて同意を求めるの件,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/meisai/m17121171010.htm,,,2009-03-24,,,,,,,2009-03-25,同意,2009-03-25,同意,全会一致,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/171/171-0325-v001.htm,,,2009-03-24,,2009-03-24,同意,全会一致,異議の有無,,,
171,人事案件,171,11,検査官に重松博之君を任命することについて同意を求めるの件,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/meisai/m17121171011.htm,,,2009-03-24,,,,,,,2009-03-25,同意,2009-03-25,同意,全会一致,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/171/171-0325-v002.htm,,,2009-03-24,,2009-03-24,同意,全会一致,異議の有無,,,
171,人事案件,171,12,原子力安全委員会委員に久住静代君、小山田修君及び久木田豊君を任命することについて同意を求めるの件,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/meisai/m17121171012.htm,,,2009-03-24,,,,,,,2009-03-25,同意,2009-03-25,同意,多数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/171/171-0325-v003.htm,,,2009-03-24,,2009-03-24,同意,多数,起立,,,
171,人事案件,171,13,衆議院議員選挙区画定審議会委員に村松岐夫君、稲葉馨君、大石眞君、小田原満知子君、早川正徳君、眞柄秀子君及び吉田弘正君を任命することについて同意を求めるの件,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/meisai/m17121171013.htm,,,2009-03-24,,,,,,,2009-03-25,同意,2009-03-25,同意,多数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/171/171-0325-v005.htm,,,2009-03-24,,2009-03-24,同意,多数,起立,,,
171,人事案件,171,14,国地方係争処理委員会委員に磯部力君、長谷部恭男君、岩崎美紀子君、大橋洋一君及び篠﨑由紀子君を任命することについて同意を求めるの件,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/meisai/m17121171014.htm,,,2009-03-24,,,,,,,2009-03-25,同意,2009-03-25,同意,多数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/171/171-0325-v006.htm,,,2009-03-24,,2009-03-24,同意,多数,起立,,,
171,人事案件,171,15,宇宙開発委員会委員に池上徹彦君を任命することについて同意を求めるの件,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/meisai/m17121171015.htm,,,2009-03-24,,,,,,,2009-03-25,同意,2009-03-25,同意,多数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/171/171-0325-v005.htm,,,2009-03-24,,2009-03-24,同意,多数,起立,,,
171,人事案件,171,16,公害健康被害補償不服審査会委員に小幡雅男君を任命することについて同意を求めるの件,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/meisai/m17121171016.htm,,,2009-03-24,,,,,,,2009-03-25,同意,2009-03-25,同意,全会一致,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/171/171-0325-v004.htm,,,2009-03-24,,2009-03-24,同意,全会一致,異議の有無,,,
171,人事案件,171,17,食品安全委員会委員に吉川泰弘君を任命することについて同意を求めるの件,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/meisai/m17121171017.htm,,,2009-06-04,,,,,,,2009-06-05,不同意,2009-06-05,不同意,少数,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/171/171-0605-v001.htm,,,2009-06-04,,2009-06-04,同意,多数,起立,,,
171,人事案件,171,18,食品安全委員会委員に小泉直子君、長尾拓君、廣瀬雅雄君、野村一正君、畑江敬子君及び村田容常君を任命することについて同意を求めるの件,https://www.sangiin.go.jp/japanese/joho1/kousei/gian/171/meisai/m17121171018.htm,,,2009-06-04,,,,,,,2009-06-05,同意,2009-06-05,同意,全会一致,押しボタン,https://www.sangiin.go.jp/japanese/joho1/kousei/vote/171/171-0605-v003.htm,,,2009-06-04,,2009-06-04,同意,全会一致,異議の有無,,,
